repo,scanner,result,analysis_id,analysis_link
BeurStma/Trovo-ViewBot,MicroWorld-eScan,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,FireEye,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,McAfee,Artemis!B5E479D3926B,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,K7AntiVirus,Trojan-Downloader ( 00593c201 ),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,K7GW,Trojan-Downloader ( 00593c201 ),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,huorong,TrojanDownloader/MSIL.Agent.sc,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,BitDefenderTheta,Gen:NN.ZemsilF.36810.am0@auU@!Fb,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,ESET-NOD32,a variant of MSIL/TrojanDownloader.Agent.MAE,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Cynet,Malicious (score: 99),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,TrendMicro-HouseCall,TrojanSpy.Win32.RHADAMANTHYS.YXEGIZ,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Avast,Win32:MalwareX-gen [Trj],YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Kaspersky,HEUR:Trojan-Downloader.MSIL.PsDownload.gen,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,BitDefender,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,NANO-Antivirus,Trojan.Win32.PsDownload.knitaf,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Emsisoft,Gen:Variant.Barys.382335 (B),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,F-Secure,Heuristic.HEUR/AGEN.1308540,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,DrWeb,Trojan.DownLoader45.55850,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,VIPRE,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,TrendMicro,TrojanSpy.Win32.RHADAMANTHYS.YXEGIZ,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Sophos,Mal/Generic-S,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Ikarus,Trojan.MSIL.CoinMiner,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Varist,W32/MSIL_Agent.DIE.gen!Eldorado,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Avira,HEUR/AGEN.1308540,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,MAX,malware (ai score=88),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Antiy-AVL,Trojan[Downloader]/MSIL.PsDownload,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Xcitium,Malware@#17g86n0c7dep,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Arcabit,Trojan.Barys.D5D57F,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,ZoneAlarm,HEUR:Trojan-Downloader.MSIL.PsDownload.gen,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,GData,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Google,Detected,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,AhnLab-V3,Trojan/Win.Generic.C5148890,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,VBA32,TScope.Trojan.MSIL,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,ALYac,Gen:Variant.Barys.382335,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Rising,Downloader.Agent!8.B23 (CLOUD),YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,SentinelOne,Static AI - Malicious Archive,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Fortinet,MSIL/Agent.MAE!tr,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,AVG,Win32:MalwareX-gen [Trj],YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
BeurStma/Trovo-ViewBot,Panda,Trj/GdSda.A,YTBmYmNmMjg4YmY4MTJkMTRjYmE2MDk5MGFjYTg2Mzg6MTcyMzcyNDgyMQ==,https://www.virustotal.com/gui/file/a4888561d76362863e58eb6f19060cee35260d2b4d45e69e0f4c46a9feb4f1be
Voq1210uBadIRaPeBY/68762t9wgsht1q,Kaspersky,UDS:Trojan.Win32.GenericML.xnet,Y2JlM2Q5MGMyMmMyMWNmZWFmMjNmNWU0MzVhODExY2Y6MTcyMzcyNjAyNg==,https://www.virustotal.com/gui/file/24f8a51d9d961c45b4ae1089fdefc02e0067776124a91a9bf2017c57e8c89e58
Voq1210uBadIRaPeBY/68762t9wgsht1q,ZoneAlarm,UDS:Trojan.Win32.GenericML.xnet,Y2JlM2Q5MGMyMmMyMWNmZWFmMjNmNWU0MzVhODExY2Y6MTcyMzcyNjAyNg==,https://www.virustotal.com/gui/file/24f8a51d9d961c45b4ae1089fdefc02e0067776124a91a9bf2017c57e8c89e58
ViMelamyquc/j4d4wxglbr,Kaspersky,UDS:Trojan.Win32.GenericML.xnet,Y2MyYmEzMGZmMTFjOWMwYTM5YWUwNGEzNmY1NDlmNjk6MTcyMzcyODEzNQ==,https://www.virustotal.com/gui/file/a1a87322ff4d2f5215a071ab9441ccbdf2125239697cba78295bb57e8875ed93
ViMelamyquc/j4d4wxglbr,ZoneAlarm,UDS:Trojan.Win32.GenericML.xnet,Y2MyYmEzMGZmMTFjOWMwYTM5YWUwNGEzNmY1NDlmNjk6MTcyMzcyODEzNQ==,https://www.virustotal.com/gui/file/a1a87322ff4d2f5215a071ab9441ccbdf2125239697cba78295bb57e8875ed93
m-boutaleb/LZS,Sophos,Generic ML PUA (PUA),ODkxOTA4NGUzOWZmMTM1MTU1MTcyOTdmYTQyN2U5ZDg6MTcyMzcyOTY0Mw==,https://www.virustotal.com/gui/file/9f760d672867c36a63b0e85ab10738fb38f9fd40aabffc9b19c20460777e4416
broom19hogcher/Airdrop_free,Kaspersky,not-a-virus:HEUR:RiskTool.Script.BitMiner.gen,YzRlYmUyYTY3ZjFhNjZmNzIyM2RjOTZhYjg1ZDhmMDQ6MTcyMzc0MjU5MQ==,https://www.virustotal.com/gui/file/271094de02e2a632a2006680134dda386597c9ec27533e2f00808e8fe8454ff9
broom19hogcher/Airdrop_free,Sophos,Coinminer Config (PUA),YzRlYmUyYTY3ZjFhNjZmNzIyM2RjOTZhYjg1ZDhmMDQ6MTcyMzc0MjU5MQ==,https://www.virustotal.com/gui/file/271094de02e2a632a2006680134dda386597c9ec27533e2f00808e8fe8454ff9
broom19hogcher/Airdrop_free,Xcitium,Application.Script.BitMiner.A@7xk8f5,YzRlYmUyYTY3ZjFhNjZmNzIyM2RjOTZhYjg1ZDhmMDQ6MTcyMzc0MjU5MQ==,https://www.virustotal.com/gui/file/271094de02e2a632a2006680134dda386597c9ec27533e2f00808e8fe8454ff9
broom19hogcher/Airdrop_free,ZoneAlarm,not-a-virus:HEUR:RiskTool.Script.BitMiner.gen,YzRlYmUyYTY3ZjFhNjZmNzIyM2RjOTZhYjg1ZDhmMDQ6MTcyMzc0MjU5MQ==,https://www.virustotal.com/gui/file/271094de02e2a632a2006680134dda386597c9ec27533e2f00808e8fe8454ff9
Martin01238/Rbx,Google,Detected,ZDJiMzA3MTU0Mzc2M2U4MmMzMjcwNmM0ZmNkYmY2NGI6MTcyMzc0ODMxMg==,https://www.virustotal.com/gui/file/69064333617db56d592262920ec37715c595c351339caafc95a3aaae836dd3ae
Martin01238/Rbx,Varist,W32/MSIL_Kryptik.BHF.gen!Eldorado,ZDJiMzA3MTU0Mzc2M2U4MmMzMjcwNmM0ZmNkYmY2NGI6MTcyMzc0ODMxMg==,https://www.virustotal.com/gui/file/69064333617db56d592262920ec37715c595c351339caafc95a3aaae836dd3ae
Estigma1604/Solana-Bot,ESET-NOD32,PowerShell/HackTool.Agent.BT potentially unsafe,OGU2ODIxYzI2ODg2MDE3Nzc5NDcxN2FjODUxZTc0M2M6MTcyMzc1MDcyMA==,https://www.virustotal.com/gui/file/72826158d855dbaa5646e2038e2c54e52a52a6043840371a1ed72f829acd13ad
L3MO1337/Thimble-Exploit-Bot-4.0,Lionic,Trojan.ZIP.PsDownload.a!c,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,MicroWorld-eScan,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,FireEye,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,McAfee,Artemis!B5E479D3926B,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,huorong,TrojanDownloader/MSIL.Agent.sc,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,ESET-NOD32,a variant of MSIL/TrojanDownloader.Agent.MAE,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Cynet,Malicious (score: 99),MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,TrendMicro-HouseCall,TrojanSpy.Win32.RHADAMANTHYS.YXEGIZ,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Avast,Win32:MalwareX-gen [Trj],MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Kaspersky,HEUR:Trojan-Downloader.MSIL.PsDownload.gen,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,BitDefender,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,NANO-Antivirus,Trojan.Win32.PsDownload.knitaf,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Emsisoft,Gen:Variant.Barys.382335 (B),MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,F-Secure,Heuristic.HEUR/AGEN.1308540,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,DrWeb,Trojan.DownLoader45.55850,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,VIPRE,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,TrendMicro,TrojanSpy.Win32.RHADAMANTHYS.YXEGIZ,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Sophos,Mal/Generic-S,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Ikarus,Trojan.MSIL.CoinMiner,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Google,Detected,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Avira,HEUR/AGEN.1308540,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Antiy-AVL,Trojan[Downloader]/MSIL.PsDownload,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Xcitium,Malware@#17g86n0c7dep,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Arcabit,Trojan.Barys.D5D57F,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,ZoneAlarm,HEUR:Trojan-Downloader.MSIL.PsDownload.gen,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,GData,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Varist,W32/MSIL_Agent.DIE.gen!Eldorado,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,BitDefenderTheta,Gen:NN.ZemsilCO.36810.am0@auU@!Fb,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,ALYac,Gen:Variant.Barys.382335,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,MAX,malware (ai score=82),MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,VBA32,TScope.Trojan.MSIL,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Rising,Downloader.Agent!8.B23 (CLOUD),MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,SentinelOne,Static AI - Malicious Archive,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,Fortinet,MSIL/Agent.MAE!tr,MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
L3MO1337/Thimble-Exploit-Bot-4.0,AVG,Win32:MalwareX-gen [Trj],MDM3MzEwZDM1OTFiYzEwODM1OWFlYjNhNTY5OTgzYTc6MTcyMzc3MzYxNg==,https://www.virustotal.com/gui/file/fdd841d99383dc453f80cccdecad89ff21b002027708291fbeae90e5ac63f5c3
